   0	 0.10000E+001	 0.69570E-025	
   1	 0.10000E+001	 0.56767E-025	
   2	 0.10000E+001	 0.11989E-014	
   3	 0.10000E+001	 0.47718E-015	
   4	 0.10000E+001	 0.51504E-015	
   5	 0.99999E+000	 0.40914E-015	
   6	 0.99999E+000	 0.40233E-015	
   7	 0.99999E+000	 0.32192E-015	
   8	 0.99999E+000	 0.30929E-015	
   9	 0.99998E+000	 0.29924E-015	
  10	 0.99998E+000	 0.25041E-015	
  11	 0.99997E+000	 0.25238E-015	
  12	 0.99997E+000	 0.22650E-015	
  13	 0.99996E+000	 0.21796E-015	
  14	 0.99996E+000	 0.21449E-015	
  15	 0.99995E+000	 0.20552E-015	
  16	 0.99995E+000	 0.19040E-015	
  17	 0.99994E+000	 0.18862E-015	
  18	 0.99993E+000	 0.18876E-015	
  19	 0.99992E+000	 0.17925E-015	
  20	 0.99992E+000	 0.17082E-015	
  21	 0.99991E+000	 0.16704E-015	
  22	 0.99990E+000	 0.16369E-015	
  23	 0.99989E+000	 0.16172E-015	
  24	 0.99988E+000	 0.16145E-015	
  25	 0.99987E+000	 0.16030E-015	
  26	 0.99986E+000	 0.15117E-015	
  27	 0.99985E+000	 0.15173E-015	
  28	 0.99984E+000	 0.14582E-015	
  29	 0.99982E+000	 0.14835E-015	
  30	 0.99981E+000	 0.14283E-015	
  31	 0.99980E+000	 0.14294E-015	
  32	 0.99979E+000	 0.13982E-015	
  33	 0.99977E+000	 0.14421E-015	
  34	 0.99976E+000	 0.13731E-015	
  35	 0.99974E+000	 0.13894E-015	
  36	 0.99973E+000	 0.13756E-015	
  37	 0.99972E+000	 0.13549E-015	
  38	 0.99970E+000	 0.13278E-015	
  39	 0.99969E+000	 0.13311E-015	
  40	 0.99967E+000	 0.13013E-015	
  41	 0.99965E+000	 0.12912E-015	
  42	 0.99964E+000	 0.13019E-015	
  43	 0.99962E+000	 0.12698E-015	
  44	 0.99960E+000	 0.12838E-015	
  45	 0.99958E+000	 0.12771E-015	
  46	 0.99956E+000	 0.12665E-015	
  47	 0.99954E+000	 0.12702E-015	
  48	 0.99952E+000	 0.12392E-015	
  49	 0.99950E+000	 0.12492E-015	
  50	 0.99948E+000	 0.12258E-015	
  51	 0.99946E+000	 0.12273E-015	
  52	 0.99944E+000	 0.12113E-015	
  53	 0.99942E+000	 0.11943E-015	
  54	 0.99940E+000	 0.11855E-015	
  55	 0.99938E+000	 0.11860E-015	
  56	 0.99936E+000	 0.11768E-015	
  57	 0.99933E+000	 0.12035E-015	
  58	 0.99931E+000	 0.11910E-015	
  59	 0.99929E+000	 0.11980E-015	
  60	 0.99926E+000	 0.11908E-015	
  61	 0.99924E+000	 0.12278E-015	
  62	 0.99921E+000	 0.12021E-015	
  63	 0.99919E+000	 0.12016E-015	
  64	 0.99916E+000	 0.12314E-015	
  65	 0.99913E+000	 0.12080E-015	
  66	 0.99911E+000	 0.11818E-015	
  67	 0.99908E+000	 0.11726E-015	
  68	 0.99905E+000	 0.11876E-015	
  69	 0.99903E+000	 0.11496E-015	
  70	 0.99900E+000	 0.11420E-015	
  71	 0.99897E+000	 0.11228E-015	
  72	 0.99894E+000	 0.11076E-015	
  73	 0.99891E+000	 0.10794E-015	
  74	 0.99888E+000	 0.10777E-015	
  75	 0.99885E+000	 0.10569E-015	
  76	 0.99882E+000	 0.10422E-015	
  77	 0.99879E+000	 0.10420E-015	
  78	 0.99876E+000	 0.10200E-015	
  79	 0.99872E+000	 0.10002E-015	
  80	 0.99869E+000	 0.97639E-016	
  81	 0.99866E+000	 0.95962E-016	
  82	 0.99863E+000	 0.94219E-016	
  83	 0.99859E+000	 0.93159E-016	
  84	 0.99856E+000	 0.90485E-016	
  85	 0.99853E+000	 0.90082E-016	
  86	 0.99849E+000	 0.90076E-016	
  87	 0.99846E+000	 0.89441E-016	
  88	 0.99842E+000	 0.89658E-016	
  89	 0.99838E+000	 0.88127E-016	
  90	 0.99835E+000	 0.88713E-016	
  91	 0.99831E+000	 0.88245E-016	
  92	 0.99827E+000	 0.87570E-016	
  93	 0.99824E+000	 0.87363E-016	
  94	 0.99820E+000	 0.86617E-016	
  95	 0.99816E+000	 0.86774E-016	
  96	 0.99812E+000	 0.86823E-016	
  97	 0.99808E+000	 0.86438E-016	
  98	 0.99804E+000	 0.85892E-016	
  99	 0.99800E+000	 0.85511E-016	
 100	 0.99796E+000	 0.85452E-016	
 101	 0.99792E+000	 0.85178E-016	
 102	 0.99788E+000	 0.84350E-016	
 103	 0.99784E+000	 0.83888E-016	
 104	 0.99780E+000	 0.83472E-016	
 105	 0.99776E+000	 0.82925E-016	
 106	 0.99771E+000	 0.82639E-016	
 107	 0.99767E+000	 0.81696E-016	
 108	 0.99763E+000	 0.83171E-016	
 109	 0.99758E+000	 0.81897E-016	
 110	 0.99754E+000	 0.81750E-016	
 111	 0.99749E+000	 0.81063E-016	
 112	 0.99745E+000	 0.81875E-016	
 113	 0.99740E+000	 0.79654E-016	
 114	 0.99736E+000	 0.80062E-016	
 115	 0.99731E+000	 0.78508E-016	
 116	 0.99726E+000	 0.78887E-016	
 117	 0.99722E+000	 0.77089E-016	
 118	 0.99717E+000	 0.77158E-016	
 119	 0.99712E+000	 0.76109E-016	
 120	 0.99707E+000	 0.75079E-016	
 121	 0.99702E+000	 0.74959E-016	
 122	 0.99698E+000	 0.73803E-016	
 123	 0.99693E+000	 0.73287E-016	
 124	 0.99688E+000	 0.71983E-016	
 125	 0.99683E+000	 0.72216E-016	
 126	 0.99678E+000	 0.70623E-016	
 127	 0.99672E+000	 0.70759E-016	
 128	 0.99667E+000	 0.70313E-016	
 129	 0.99662E+000	 0.70590E-016	
 130	 0.99657E+000	 0.69256E-016	
 131	 0.99652E+000	 0.68441E-016	
 132	 0.99646E+000	 0.68495E-016	
 133	 0.99641E+000	 0.67944E-016	
 134	 0.99636E+000	 0.67135E-016	
 135	 0.99630E+000	 0.65999E-016	
 136	 0.99625E+000	 0.67194E-016	
 137	 0.99619E+000	 0.65904E-016	
 138	 0.99614E+000	 0.67202E-016	
 139	 0.99608E+000	 0.65685E-016	
